"prompt","answer"
"Tell me about elective courses for Political Science","The Political Science program offers the following elective courses:

FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES
DEPARTMENT OF POLITICAL SCIENCE
Bachelor of POLITICAL SCIENCE

Program Duration: 4 years (8 semesters)
Degree: Bachelor of POLITICAL SCIENCE
Total ECTS for Graduation: 240

Main website: https://iktisat.neu.edu.tr/?lang=en
Curriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-political-science/courses/?lang=en

Legend:
C = Compulsory Course
E = Elective Course
T = Theoretical Hours
ECTS = European Credit Transfer System"
"Can you describe some key courses in Political Science?","Here are descriptions of key courses in Political Science:

Core Course Descriptions - Political Science Focus:

EAS110/112 - Political Science I & II:
Introduction to political concepts, theories, institutions, and behavior in comparative perspective.

EAS111 - History of Political Thought:
Evolution of political ideas from ancient to modern times, major political philosophers and their contributions.

PUB201 - Public Administration:
Structure and function of public bureaucracies, administrative theory, and public management.

LAW205 - Constitutional Law:
Principles of constitutional governance, separation of powers, judicial review, and constitutional rights.

POL210 - Modern Political Thought:
Development of political ideas in modern era, including liberalism, conservatism, socialism, and nationalism.

IR207/208 - Introduction to International Relations I & II:
Theories of international relations, state behavior, international organizations, and global governance.

EAS208 - Research Methods:
Research design, data collection, and analytical methods in political science research.

POL303 - Public Policy:
Policy process, policy analysis, implementation, and evaluation in various policy domains.

POL312 - Comparative Political Systems:
Analysis of different political systems, institutions, and processes across countries.

IR313 - International Politics & Security:
Security studies, conflict analysis, military strategy, and contemporary security challenges.

IR312 - International Institutions & Organization:
Structure and function of international organizations, global governance, and multilateral diplomacy.

IR311 - Turkish Foreign Policy I:
Historical development and contemporary issues in Turkish foreign policy.

POL306 - Modern Turkish Politics:
Political development, institutions, and current issues in Turkish politics.

HIST308/309 - Ottoman Economic, Social & Political Structure:
Historical analysis of Ottoman Empire's political, economic, and social structures."
"What are the main courses in Political Science?","Here are descriptions of key courses in Political Science:

Core Course Descriptions - Political Science Focus:

EAS110/112 - Political Science I & II:
Introduction to political concepts, theories, institutions, and behavior in comparative perspective.

EAS111 - History of Political Thought:
Evolution of political ideas from ancient to modern times, major political philosophers and their contributions.

PUB201 - Public Administration:
Structure and function of public bureaucracies, administrative theory, and public management.

LAW205 - Constitutional Law:
Principles of constitutional governance, separation of powers, judicial review, and constitutional rights.

POL210 - Modern Political Thought:
Development of political ideas in modern era, including liberalism, conservatism, socialism, and nationalism.

IR207/208 - Introduction to International Relations I & II:
Theories of international relations, state behavior, international organizations, and global governance.

EAS208 - Research Methods:
Research design, data collection, and analytical methods in political science research.

POL303 - Public Policy:
Policy process, policy analysis, implementation, and evaluation in various policy domains.

POL312 - Comparative Political Systems:
Analysis of different political systems, institutions, and processes across countries.

IR313 - International Politics & Security:
Security studies, conflict analysis, military strategy, and contemporary security challenges.

IR312 - International Institutions & Organization:
Structure and function of international organizations, global governance, and multilateral diplomacy.

IR311 - Turkish Foreign Policy I:
Historical development and contemporary issues in Turkish foreign policy.

POL306 - Modern Turkish Politics:
Political development, institutions, and current issues in Turkish politics.

HIST308/309 - Ottoman Economic, Social & Political Structure:
Historical analysis of Ottoman Empire's political, economic, and social structures."
"How long is the Political Science program?","FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES
DEPARTMENT OF POLITICAL SCIENCE
Bachelor of POLITICAL SCIENCE

Program Duration: 4 years (8 semesters)
Degree: Bachelor of POLITICAL SCIENCE
Total ECTS for Graduation: 240

Main website: https://iktisat.neu.edu.tr/?lang=en
Curriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-political-science/courses/?lang=en

Legend:
C = Compulsory Course
E = Elective Course
T = Theoretical Hours
ECTS = European Credit Transfer System"
"What is the duration of Political Science studies?","FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES
DEPARTMENT OF POLITICAL SCIENCE
Bachelor of POLITICAL SCIENCE

Program Duration: 4 years (8 semesters)
Degree: Bachelor of POLITICAL SCIENCE
Total ECTS for Graduation: 240

Main website: https://iktisat.neu.edu.tr/?lang=en
Curriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-political-science/courses/?lang=en

Legend:
C = Compulsory Course
E = Elective Course
T = Theoretical Hours
ECTS = European Credit Transfer System"
"What are the focus areas of Political Science?","Core Course Descriptions - Political Science Focus:

EAS110/112 - Political Science I & II:
Introduction to political concepts, theories, institutions, and behavior in comparative perspective.

EAS111 - History of Political Thought:
Evolution of political ideas from ancient to modern times, major political philosophers and their contributions.

PUB201 - Public Administration:
Structure and function of public bureaucracies, administrative theory, and public management.

LAW205 - Constitutional Law:
Principles of constitutional governance, separation of powers, judicial review, and constitutional rights.

POL210 - Modern Political Thought:
Development of political ideas in modern era, including liberalism, conservatism, socialism, and nationalism.

IR207/208 - Introduction to International Relations I & II:
Theories of international relations, state behavior, international organizations, and global governance.

EAS208 - Research Methods:
Research design, data collection, and analytical methods in political science research.

POL303 - Public Policy:
Policy process, policy analysis, implementation, and evaluation in various policy domains.

POL312 - Comparative Political Systems:
Analysis of different political systems, institutions, and processes across countries.

IR313 - International Politics & Security:
Security studies, conflict analysis, military strategy, and contemporary security challenges.

IR312 - International Institutions & Organization:
Structure and function of international organizations, global governance, and multilateral diplomacy.

IR311 - Turkish Foreign Policy I:
Historical development and contemporary issues in Turkish foreign policy.

POL306 - Modern Turkish Politics:
Political development, institutions, and current issues in Turkish politics.

HIST308/309 - Ottoman Economic, Social & Political Structure:
Historical analysis of Ottoman Empire's political, economic, and social structures."
"What specializations does Political Science offer?","Core Course Descriptions - Political Science Focus:

EAS110/112 - Political Science I & II:
Introduction to political concepts, theories, institutions, and behavior in comparative perspective.

EAS111 - History of Political Thought:
Evolution of political ideas from ancient to modern times, major political philosophers and their contributions.

PUB201 - Public Administration:
Structure and function of public bureaucracies, administrative theory, and public management.

LAW205 - Constitutional Law:
Principles of constitutional governance, separation of powers, judicial review, and constitutional rights.

POL210 - Modern Political Thought:
Development of political ideas in modern era, including liberalism, conservatism, socialism, and nationalism.

IR207/208 - Introduction to International Relations I & II:
Theories of international relations, state behavior, international organizations, and global governance.

EAS208 - Research Methods:
Research design, data collection, and analytical methods in political science research.

POL303 - Public Policy:
Policy process, policy analysis, implementation, and evaluation in various policy domains.

POL312 - Comparative Political Systems:
Analysis of different political systems, institutions, and processes across countries.

IR313 - International Politics & Security:
Security studies, conflict analysis, military strategy, and contemporary security challenges.

IR312 - International Institutions & Organization:
Structure and function of international organizations, global governance, and multilateral diplomacy.

IR311 - Turkish Foreign Policy I:
Historical development and contemporary issues in Turkish foreign policy.

POL306 - Modern Turkish Politics:
Political development, institutions, and current issues in Turkish politics.

HIST308/309 - Ottoman Economic, Social & Political Structure:
Historical analysis of Ottoman Empire's political, economic, and social structures."
"Tell me about the Public Relations And Advertising program at Near East University.","FACULTY OF COMMUNICATION
DEPARTMENT OF PUBLIC RELATIONS AND PUBLICITY
Bachelor of Arts in Public Relations and Publicity

Program Duration: 4 years (8 semesters)
Degree: Bachelor of Arts
Total ECTS for Graduation: 240

Main website: https://iletisim.neu.edu.tr/?lang=en
Curriculum link: https://iletisim.neu.edu.tr/academic/academic-programmes/department-of-public-relations-and-advertising/courses/?lang=en

Legend:
C = Compulsory Course
E = Elective Course
K = Credit (Credits)"
"What is the Public Relations And Advertising program?","FACULTY OF COMMUNICATION
DEPARTMENT OF PUBLIC RELATIONS AND PUBLICITY
Bachelor of Arts in Public Relations and Publicity

Program Duration: 4 years (8 semesters)
Degree: Bachelor of Arts
Total ECTS for Graduation: 240

Main website: https://iletisim.neu.edu.tr/?lang=en
Curriculum link: https://iletisim.neu.edu.tr/academic/academic-programmes/department-of-public-relations-and-advertising/courses/?lang=en

Legend:
C = Compulsory Course
E = Elective Course
K = Credit (Credits)"
"What courses will I take in first year first semester of Public Relations And Advertising?","In the first year first semester of Public Relations And Advertising, you will study:

First Year - First Semester (Fall) - Compulsory Courses:
CMN101, Introduction to Communication, C, K:3
YIT101, Turkish for Foreigners I, C, K:2
ENG101, English I, C, K:3
AİT103, Principle of Atatürk I, C, K:2
ECON111, Principle of Economy, C, K:3
CMN111, History of Culture, C, K:3
Elective Course, E, K:3

Total Compulsory: K:16
Total Elective: K:3
Total Semester Credits: 19"
"List the first year first semester courses for Public Relations And Advertising","In the first year first semester of Public Relations And Advertising, you will study:

First Year - First Semester (Fall) - Compulsory Courses:
CMN101, Introduction to Communication, C, K:3
YIT101, Turkish for Foreigners I, C, K:2
ENG101, English I, C, K:3
AİT103, Principle of Atatürk I, C, K:2
ECON111, Principle of Economy, C, K:3
CMN111, History of Culture, C, K:3
Elective Course, E, K:3

Total Compulsory: K:16
Total Elective: K:3
Total Semester Credits: 19"
