prompt,messages,category
What is the Visual Communication Design program?,"[{""content"": ""What is the Visual Communication Design program?"", ""role"": ""user""}, {""content"": ""FACULTY OF COMMUNICATION\nDEPARTMENT OF VISUAL COMMUNICATION DESIGN\nBachelor of Arts in Visual Communication Design\n\nProgram Duration: 4 years (8 semesters)\nDegree: Bachelor of Arts\nTotal ECTS for Graduation: 240\n\nMain website: https://iletisim.neu.edu.tr/?lang=en\nCurriculum link: https://iletisim.neu.edu.tr/academic/academic-programmes/department-of-visual-communication-design/courses-2/?lang=en\n\nLegend:\nK = Credit (Credits)\nA = ECTS (European Credit Transfer System)\nC = Compulsory Course\nE = Elective Course"", ""role"": ""assistant""}]",Program Information
What courses will I take in first year first semester of Visual Communication Design?,"[{""content"": ""What courses will I take in first year first semester of Visual Communication Design?"", ""role"": ""user""}, {""content"": ""In the first year first semester of Visual Communication Design, you will study:\n\nFirst Year - First Semester (Fall) - Compulsory Courses:\nILF101, Introduction to Communication, C, K:3, A:4\nTUR101, Turkish Language and Spelling Rules I, C, K:2, A:2\nING101, English I, C, K:3, A:3\nAIT101, Atatürk's Principles and Revolutionary History I, C, K:2, A:2\nKHM102, Introduction to Law, C, K:3, A:4\nILF123, Basic Art Education, C, K:3, A:4\nILF125, Introduction to Computer Design, C, K:3, A:5\nKAM100, Adapting to the Campus, C, K:0, A:2\nBIL101, Information Technologies 1, C, K:3, A:4\n\nTotal Compulsory: K:22, A:30\nTotal Semester ECTS: 30"", ""role"": ""assistant""}]",Course Information
List the first year first semester courses for Visual Communication Design,"[{""content"": ""List the first year first semester courses for Visual Communication Design"", ""role"": ""user""}, {""content"": ""In the first year first semester of Visual Communication Design, you will study:\n\nFirst Year - First Semester (Fall) - Compulsory Courses:\nILF101, Introduction to Communication, C, K:3, A:4\nTUR101, Turkish Language and Spelling Rules I, C, K:2, A:2\nING101, English I, C, K:3, A:3\nAIT101, Atatürk's Principles and Revolutionary History I, C, K:2, A:2\nKHM102, Introduction to Law, C, K:3, A:4\nILF123, Basic Art Education, C, K:3, A:4\nILF125, Introduction to Computer Design, C, K:3, A:5\nKAM100, Adapting to the Campus, C, K:0, A:2\nBIL101, Information Technologies 1, C, K:3, A:4\n\nTotal Compulsory: K:22, A:30\nTotal Semester ECTS: 30"", ""role"": ""assistant""}]",Curriculum
What courses will I take in first year second semester of Visual Communication Design?,"[{""content"": ""What courses will I take in first year second semester of Visual Communication Design?"", ""role"": ""user""}, {""content"": ""In the first year second semester of Visual Communication Design, you will study:\n\nFirst Year - Second Semester (Spring) - Compulsory Courses:\nILF108, Communication History, C, K:3, A:7\nILF122, Sociology, C, K:3, A:7\nTUR102, Turkish Language and Spelling Rules II, C, K:2, A:2\nING102, English II, C, K:3, A:3\nAIT102, Atatürk's Principles and Revolutionary History II, C, K:2, A:2\nILF124, Basic Design, C, K:3, A:3\nILF234, Art History, C, K:3, A:2\nKTK100, Cyprus Culture and History, C, K:2, A:2\nKAR100, Career Planning, C, K:0, A:2\n\nTotal Compulsory: K:21, A:30\nTotal Semester ECTS: 30"", ""role"": ""assistant""}]",Course Information
List the first year second semester courses for Visual Communication Design,"[{""content"": ""List the first year second semester courses for Visual Communication Design"", ""role"": ""user""}, {""content"": ""In the first year second semester of Visual Communication Design, you will study:\n\nFirst Year - Second Semester (Spring) - Compulsory Courses:\nILF108, Communication History, C, K:3, A:7\nILF122, Sociology, C, K:3, A:7\nTUR102, Turkish Language and Spelling Rules II, C, K:2, A:2\nING102, English II, C, K:3, A:3\nAIT102, Atatürk's Principles and Revolutionary History II, C, K:2, A:2\nILF124, Basic Design, C, K:3, A:3\nILF234, Art History, C, K:3, A:2\nKTK100, Cyprus Culture and History, C, K:2, A:2\nKAR100, Career Planning, C, K:0, A:2\n\nTotal Compulsory: K:21, A:30\nTotal Semester ECTS: 30"", ""role"": ""assistant""}]",Curriculum
What career opportunities are available after graduating from Visual Communication Design?,"[{""content"": ""What career opportunities are available after graduating from Visual Communication Design?"", ""role"": ""user""}, {""content"": ""Visual Communication Design Program Summary:\nDegree: Bachelor of Arts in Visual Communication Design\nDuration: 4 years (8 semesters)\nTotal ECTS: 240\nLanguage of Instruction: English/Turkish\n\nProgram Focus Areas:\n- Graphic Design and Typography\n- Digital Media and Animation\n- Photography and Cinematography\n- Web and Interactive Design\n- Branding and Advertising\n- Publication Design\n- Digital Game Design\n- Creative Writing and Fiction\n\nCore Competencies Developed:\n- Visual storytelling and narrative techniques\n- Digital design software proficiency\n- Creative problem-solving skills\n- Communication theory application\n- Technical design implementation\n- Project management and presentation\n\nCareer Opportunities:\nGraphic Designer\nArt Director\nCreative Director\nWeb Designer\nUI/UX Designer\nMotion Graphics Designer\nBrand Identity Designer\nPublication Designer\nAdvertising Specialist\nDigital Media Producer\nGame Designer\nPhotographer\nVideo Editor\nSocial Media Designer\nMultimedia Artist\n\nIndustry Sectors:\nAdvertising Agencies\nDesign Studios\nPublishing Houses\nMedia Companies\nGame Development Studios\nCorporate Communications\nFreelance Design\nDigital Marketing Agencies\nFilm and Television Production"", ""role"": ""assistant""}]",Career Information
What jobs can I get with a Visual Communication Design degree?,"[{""content"": ""What jobs can I get with a Visual Communication Design degree?"", ""role"": ""user""}, {""content"": ""Visual Communication Design Program Summary:\nDegree: Bachelor of Arts in Visual Communication Design\nDuration: 4 years (8 semesters)\nTotal ECTS: 240\nLanguage of Instruction: English/Turkish\n\nProgram Focus Areas:\n- Graphic Design and Typography\n- Digital Media and Animation\n- Photography and Cinematography\n- Web and Interactive Design\n- Branding and Advertising\n- Publication Design\n- Digital Game Design\n- Creative Writing and Fiction\n\nCore Competencies Developed:\n- Visual storytelling and narrative techniques\n- Digital design software proficiency\n- Creative problem-solving skills\n- Communication theory application\n- Technical design implementation\n- Project management and presentation\n\nCareer Opportunities:\nGraphic Designer\nArt Director\nCreative Director\nWeb Designer\nUI/UX Designer\nMotion Graphics Designer\nBrand Identity Designer\nPublication Designer\nAdvertising Specialist\nDigital Media Producer\nGame Designer\nPhotographer\nVideo Editor\nSocial Media Designer\nMultimedia Artist\n\nIndustry Sectors:\nAdvertising Agencies\nDesign Studios\nPublishing Houses\nMedia Companies\nGame Development Studios\nCorporate Communications\nFreelance Design\nDigital Marketing Agencies\nFilm and Television Production"", ""role"": ""assistant""}]",Career Information
What can I do after graduating from Visual Communication Design?,"[{""content"": ""What can I do after graduating from Visual Communication Design?"", ""role"": ""user""}, {""content"": ""Visual Communication Design Program Summary:\nDegree: Bachelor of Arts in Visual Communication Design\nDuration: 4 years (8 semesters)\nTotal ECTS: 240\nLanguage of Instruction: English/Turkish\n\nProgram Focus Areas:\n- Graphic Design and Typography\n- Digital Media and Animation\n- Photography and Cinematography\n- Web and Interactive Design\n- Branding and Advertising\n- Publication Design\n- Digital Game Design\n- Creative Writing and Fiction\n\nCore Competencies Developed:\n- Visual storytelling and narrative techniques\n- Digital design software proficiency\n- Creative problem-solving skills\n- Communication theory application\n- Technical design implementation\n- Project management and presentation\n\nCareer Opportunities:\nGraphic Designer\nArt Director\nCreative Director\nWeb Designer\nUI/UX Designer\nMotion Graphics Designer\nBrand Identity Designer\nPublication Designer\nAdvertising Specialist\nDigital Media Producer\nGame Designer\nPhotographer\nVideo Editor\nSocial Media Designer\nMultimedia Artist\n\nIndustry Sectors:\nAdvertising Agencies\nDesign Studios\nPublishing Houses\nMedia Companies\nGame Development Studios\nCorporate Communications\nFreelance Design\nDigital Marketing Agencies\nFilm and Television Production"", ""role"": ""assistant""}]",Career Information
What elective courses are available in the Visual Communication Design program?,"[{""content"": ""What elective courses are available in the Visual Communication Design program?"", ""role"": ""user""}, {""content"": ""The Visual Communication Design program offers the following elective courses:\n\nFACULTY OF COMMUNICATION\nDEPARTMENT OF VISUAL COMMUNICATION DESIGN\nBachelor of Arts in Visual Communication Design\n\nProgram Duration: 4 years (8 semesters)\nDegree: Bachelor of Arts\nTotal ECTS for Graduation: 240\n\nMain website: https://iletisim.neu.edu.tr/?lang=en\nCurriculum link: https://iletisim.neu.edu.tr/academic/academic-programmes/department-of-visual-communication-design/courses-2/?lang=en\n\nLegend:\nK = Credit (Credits)\nA = ECTS (European Credit Transfer System)\nC = Compulsory Course\nE = Elective Course"", ""role"": ""assistant""}]",Course Information
Tell me about elective courses for Visual Communication Design,"[{""content"": ""Tell me about elective courses for Visual Communication Design"", ""role"": ""user""}, {""content"": ""The Visual Communication Design program offers the following elective courses:\n\nFACULTY OF COMMUNICATION\nDEPARTMENT OF VISUAL COMMUNICATION DESIGN\nBachelor of Arts in Visual Communication Design\n\nProgram Duration: 4 years (8 semesters)\nDegree: Bachelor of Arts\nTotal ECTS for Graduation: 240\n\nMain website: https://iletisim.neu.edu.tr/?lang=en\nCurriculum link: https://iletisim.neu.edu.tr/academic/academic-programmes/department-of-visual-communication-design/courses-2/?lang=en\n\nLegend:\nK = Credit (Credits)\nA = ECTS (European Credit Transfer System)\nC = Compulsory Course\nE = Elective Course"", ""role"": ""assistant""}]",Course Information
How long is the Visual Communication Design program?,"[{""content"": ""How long is the Visual Communication Design program?"", ""role"": ""user""}, {""content"": ""FACULTY OF COMMUNICATION\nDEPARTMENT OF VISUAL COMMUNICATION DESIGN\nBachelor of Arts in Visual Communication Design\n\nProgram Duration: 4 years (8 semesters)\nDegree: Bachelor of Arts\nTotal ECTS for Graduation: 240\n\nMain website: https://iletisim.neu.edu.tr/?lang=en\nCurriculum link: https://iletisim.neu.edu.tr/academic/academic-programmes/department-of-visual-communication-design/courses-2/?lang=en\n\nLegend:\nK = Credit (Credits)\nA = ECTS (European Credit Transfer System)\nC = Compulsory Course\nE = Elective Course"", ""role"": ""assistant""}]",Program Information
What is the duration of Visual Communication Design studies?,"[{""content"": ""What is the duration of Visual Communication Design studies?"", ""role"": ""user""}, {""content"": ""FACULTY OF COMMUNICATION\nDEPARTMENT OF VISUAL COMMUNICATION DESIGN\nBachelor of Arts in Visual Communication Design\n\nProgram Duration: 4 years (8 semesters)\nDegree: Bachelor of Arts\nTotal ECTS for Graduation: 240\n\nMain website: https://iletisim.neu.edu.tr/?lang=en\nCurriculum link: https://iletisim.neu.edu.tr/academic/academic-programmes/department-of-visual-communication-design/courses-2/?lang=en\n\nLegend:\nK = Credit (Credits)\nA = ECTS (European Credit Transfer System)\nC = Compulsory Course\nE = Elective Course"", ""role"": ""assistant""}]",Program Information
What are the focus areas of Visual Communication Design?,"[{""content"": ""What are the focus areas of Visual Communication Design?"", ""role"": ""user""}, {""content"": ""Visual Communication Design Program Summary:\nDegree: Bachelor of Arts in Visual Communication Design\nDuration: 4 years (8 semesters)\nTotal ECTS: 240\nLanguage of Instruction: English/Turkish\n\nProgram Focus Areas:\n- Graphic Design and Typography\n- Digital Media and Animation\n- Photography and Cinematography\n- Web and Interactive Design\n- Branding and Advertising\n- Publication Design\n- Digital Game Design\n- Creative Writing and Fiction\n\nCore Competencies Developed:\n- Visual storytelling and narrative techniques\n- Digital design software proficiency\n- Creative problem-solving skills\n- Communication theory application\n- Technical design implementation\n- Project management and presentation\n\nCareer Opportunities:\nGraphic Designer\nArt Director\nCreative Director\nWeb Designer\nUI/UX Designer\nMotion Graphics Designer\nBrand Identity Designer\nPublication Designer\nAdvertising Specialist\nDigital Media Producer\nGame Designer\nPhotographer\nVideo Editor\nSocial Media Designer\nMultimedia Artist\n\nIndustry Sectors:\nAdvertising Agencies\nDesign Studios\nPublishing Houses\nMedia Companies\nGame Development Studios\nCorporate Communications\nFreelance Design\nDigital Marketing Agencies\nFilm and Television Production"", ""role"": ""assistant""}]",Program Information
What specializations does Visual Communication Design offer?,"[{""content"": ""What specializations does Visual Communication Design offer?"", ""role"": ""user""}, {""content"": ""Visual Communication Design Program Summary:\nDegree: Bachelor of Arts in Visual Communication Design\nDuration: 4 years (8 semesters)\nTotal ECTS: 240\nLanguage of Instruction: English/Turkish\n\nProgram Focus Areas:\n- Graphic Design and Typography\n- Digital Media and Animation\n- Photography and Cinematography\n- Web and Interactive Design\n- Branding and Advertising\n- Publication Design\n- Digital Game Design\n- Creative Writing and Fiction\n\nCore Competencies Developed:\n- Visual storytelling and narrative techniques\n- Digital design software proficiency\n- Creative problem-solving skills\n- Communication theory application\n- Technical design implementation\n- Project management and presentation\n\nCareer Opportunities:\nGraphic Designer\nArt Director\nCreative Director\nWeb Designer\nUI/UX Designer\nMotion Graphics Designer\nBrand Identity Designer\nPublication Designer\nAdvertising Specialist\nDigital Media Producer\nGame Designer\nPhotographer\nVideo Editor\nSocial Media Designer\nMultimedia Artist\n\nIndustry Sectors:\nAdvertising Agencies\nDesign Studios\nPublishing Houses\nMedia Companies\nGame Development Studios\nCorporate Communications\nFreelance Design\nDigital Marketing Agencies\nFilm and Television Production"", ""role"": ""assistant""}]",Program Information
What engineering programs are available at Near East University?,"[{""content"": ""What engineering programs are available at Near East University?"", ""role"": ""user""}, {""content"": ""Near East University offers the following engineering programs:\n\n• Ai Engineering\n• Analyticsengineering\n• Automotive Engineering\n• Bioengineering\n• Civil Engineering\n• Computer Engineering\n• Cybersecurityengineering\n• Electrical Electronic Engineering\n• Environmental Engineering\n• Foodengineeringenglish\n• Foodengineeringturkish\n• Industrial Engineering\n• Information Systems Engineering\n• Mechanical Engineering\n• Mechatronics Engineering\n• Nanotechnology Engineering\n• Petroleum Gas Engineering\n• Softwareengineering\n• Trafficandtransportationengineering"", ""role"": ""assistant""}]",Department Listing
List all engineering departments at NEU,"[{""content"": ""List all engineering departments at NEU"", ""role"": ""user""}, {""content"": ""Near East University offers the following engineering programs:\n\n• Ai Engineering\n• Analyticsengineering\n• Automotive Engineering\n• Bioengineering\n• Civil Engineering\n• Computer Engineering\n• Cybersecurityengineering\n• Electrical Electronic Engineering\n• Environmental Engineering\n• Foodengineeringenglish\n• Foodengineeringturkish\n• Industrial Engineering\n• Information Systems Engineering\n• Mechanical Engineering\n• Mechatronics Engineering\n• Nanotechnology Engineering\n• Petroleum Gas Engineering\n• Softwareengineering\n• Trafficandtransportationengineering"", ""role"": ""assistant""}]",Department Listing
